time,temperature,humidity,windspeed,city,THI,date
2024-06-15T17:00,26.4,92,7.8,温州,25.8764,2024-06-15
2024-06-15T18:00,25.8,96,2.5,温州,25.5514,2024-06-15
2024-06-15T19:00,25.1,97,3.4,温州,24.9251,2024-06-15
2024-06-15T20:00,24.8,97,3.9,温州,24.63005,2024-06-15
2024-06-15T21:00,24.0,92,4.1,温州,23.582,2024-06-15
2024-06-15T22:00,23.3,96,4.5,温州,23.1064,2024-06-15
2024-06-15T23:00,22.9,98,3.7,温州,22.807599999999997,2024-06-15
2024-06-16T00:00,22.6,98,3.4,温州,22.510900000000003,2024-06-16
2024-06-16T01:00,22.6,98,3.2,温州,22.510900000000003,2024-06-16
2024-06-16T02:00,22.5,97,3.1,温州,22.368,2024-06-16
2024-06-16T03:00,22.8,94,2.9,温州,22.5261,2024-06-16
2024-06-16T04:00,22.4,96,3.3,温州,22.2262,2024-06-16
2024-06-16T05:00,22.6,94,2.9,温州,22.332700000000003,2024-06-16
2024-06-16T06:00,22.5,96,3.9,温州,22.323999999999998,2024-06-16
2024-06-16T07:00,22.9,95,4.6,温州,22.668999999999997,2024-06-16
2024-06-16T08:00,23.3,91,2.2,温州,22.8644,2024-06-16
2024-06-16T09:00,23.2,92,0.0,温州,22.8172,2024-06-16
2024-06-16T10:00,24.4,88,1.8,温州,23.746599999999997,2024-06-16
2024-06-16T11:00,25.0,89,4.3,温州,24.36475,2024-06-16
2024-06-16T12:00,25.2,89,10.5,温州,24.55265,2024-06-16
2024-06-16T13:00,24.5,94,9.5,温州,24.169999999999998,2024-06-16
2024-06-16T14:00,25.5,87,10.7,温州,24.7135,2024-06-16
2024-06-16T15:00,25.4,87,12.8,温州,24.620649999999998,2024-06-16
2024-06-16T16:00,24.1,96,6.0,温州,23.8888,2024-06-16
2024-06-16T17:00,23.8,98,3.6,温州,23.6977,2024-06-16
2024-06-16T18:00,23.5,99,2.6,温州,23.4505,2024-06-16
